binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.673 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.786 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.696 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.013 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.672 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.579 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.597 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.746 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.562 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.646 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.395 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.88 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.763 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.772 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.679 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.812 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  3.264 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.926 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.342 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.022 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.988 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.934 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.333 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.867 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.769 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.888 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.855 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.004 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.89 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.817 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.654 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.621 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.589 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.637 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.647 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.641 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.559 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.572 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.55 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.57 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.188 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.287 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.13 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.059 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.692 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.666 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.657 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.721 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.687 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.707 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.23 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.162 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.191 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.007 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.758 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.688 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.638 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.906 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.71 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.616 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.344 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.067 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.151 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.251 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.28 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.841 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.732 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.731 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.728 
spectral-norm ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.688 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.284 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.129 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.211 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.872 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.771 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.926 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.663 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.665 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.848 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.729 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.221 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.884 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.669 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.735 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.839 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.988 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.66 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.603 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.781 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.242 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.424 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.974 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.127 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.966 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.983 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.008 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.749 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.677 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.662 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.65 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.788 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.71 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.875 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.988 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.787 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.09 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.017 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.036 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.74 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.808 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.326 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.346 
